,region_description,data_item_description,sex_description,age_description,adjustment_type_description,observation_month,observation_value
104,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-09,6.0775624
105,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-10,6.3542881
106,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-11,6.5048657
107,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-12,5.6743479
108,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-01,6.0180058
109,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-02,4.3310426
110,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-03,4.1137556
111,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-04,5.2179078
112,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-05,6.124669
113,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-06,6.477899
114,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-07,5.9269221
115,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-08,5.5231774
116,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-09,6.8295398
117,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-10,8.6203023
118,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-11,7.9925271
119,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-12,5.5524114
120,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-01,NaN
121,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-02,NaN
122,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-03,NaN
123,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-04,NaN
124,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-05,NaN
125,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-06,NaN
126,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-07,NaN
127,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-08,NaN
128,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-09,NaN
129,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-10,NaN
130,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-11,NaN
131,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2019-12,NaN
132,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-01,NaN
133,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-02,NaN
134,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-03,NaN
135,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-04,NaN
136,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-05,NaN
137,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-06,NaN
138,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-07,NaN
139,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-08,NaN
140,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-09,NaN
141,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-10,NaN
142,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-11,NaN
143,Tasmania,Unemployment rate (%),Females,15 and over,Trend,2020-12,NaN
144,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-01,7.2316656
145,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-02,6.9987768
146,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-03,6.7885758
147,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-04,6.7368151
148,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-05,6.2644367
149,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-06,6.5941682
150,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-07,6.2379526
151,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-08,6.5010654
152,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-09,5.9435501
153,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-10,5.474991
154,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-11,5.6800097
155,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2019-12,5.4531952
156,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-01,6.1164889
157,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-02,5.2481867
158,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-03,5.0643305
159,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-04,6.0446245
160,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-05,6.2082594
161,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-06,6.7523991
162,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-07,6.3541909
163,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-08,6.3144624
164,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-09,7.4175037
165,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-10,7.5549249
166,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-11,7.47476
167,Tasmania,Unemployment rate (%),Persons,15 and over,Original,2020-12,6.9206498
168,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-01,6.872333
169,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-02,6.5404259
170,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-03,6.5629718
171,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-04,6.789629
172,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-05,6.384057
173,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-06,6.7433285
174,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-07,5.9305984
175,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-08,6.3734328
176,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-09,6.1631635
177,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-10,5.9735404
178,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-11,5.9860587
179,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-12,5.519147
180,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-01,5.7859691
181,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-02,4.939711
182,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-03,4.9244764
183,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-04,6.172539
184,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-05,6.3342064
185,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-06,6.8959874
186,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-07,6.0107915
187,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-08,6.3053921
188,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-09,7.6819341
189,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-10,8.2327612
190,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-11,7.8637073
191,Tasmania,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-12,7.0056377
192,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-01,NaN
193,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-02,NaN
194,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-03,NaN
195,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-04,NaN
196,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-05,NaN
197,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-06,NaN
198,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-07,NaN
199,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-08,NaN
200,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-09,NaN
201,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-10,NaN
202,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-11,NaN
203,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2019-12,NaN
204,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-01,NaN
205,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-02,NaN
206,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-03,NaN
207,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-04,NaN
208,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-05,NaN
209,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-06,NaN
210,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-07,NaN
211,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-08,NaN
212,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-09,NaN
213,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-10,NaN
214,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-11,NaN
215,Tasmania,Unemployment rate (%),Persons,15 and over,Trend,2020-12,NaN
0,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-01,5.7382544
1,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-02,5.5399623
2,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-03,3.3295296
3,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-04,4.9967955
4,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-05,4.4503908
5,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-06,5.2090958
6,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-07,5.7483255
7,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-08,5.7929221
8,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-09,6.8770063
9,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-10,5.8181191
10,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-11,5.5607207
11,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2019-12,3.927985
12,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-01,4.6408632
13,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-02,6.4736543
14,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-03,5.6188316
15,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-04,6.1323291
16,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-05,7.0107453
17,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-06,4.9217443
18,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-07,7.8522494
19,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-08,4.634014
20,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-09,4.9814646
21,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-10,5.2937874
22,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-11,5.0957742
23,Northern Territory,Unemployment rate (%),Males,15 and over,Original,2020-12,3.3130448
24,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-01,5.814118
25,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-02,5.3159905
26,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-03,3.9517665
27,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-04,4.5061965
28,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-05,5.0039437
29,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-06,5.193147
30,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-07,5.8162785
31,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-08,5.1601272
32,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-09,6.2210175
33,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-10,6.0172188
34,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-11,5.226774
35,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-12,4.4364855
36,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-01,4.7141318
37,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-02,6.1741382
38,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-03,6.7051552
39,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-04,5.5333128
40,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-05,7.9443336
41,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-06,4.9414362
42,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-07,7.9071801
43,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-08,4.2482182
44,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-09,4.4803019
45,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-10,5.4456557
46,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-11,4.7507385
47,Northern Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-12,3.7523892
48,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-01,NaN
49,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-02,NaN
50,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-03,NaN
51,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-04,NaN
52,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-05,NaN
53,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-06,NaN
54,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-07,NaN
55,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-08,NaN
56,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-09,NaN
57,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-10,NaN
58,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-11,NaN
59,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2019-12,NaN
60,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-01,NaN
61,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-02,NaN
62,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-03,NaN
63,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-04,NaN
64,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-05,NaN
65,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-06,NaN
66,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-07,NaN
67,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-08,NaN
68,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-09,NaN
69,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-10,NaN
70,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-11,NaN
71,Northern Territory,Unemployment rate (%),Males,15 and over,Trend,2020-12,NaN
72,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-01,4.4819297
73,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-02,4.3994843
74,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-03,4.1245303
75,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-04,4.4811827
76,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-05,4.7651692
77,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-06,3.5626783
78,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-07,4.827537
79,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-08,4.8612081
80,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-09,5.4561926
81,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-10,5.229116
82,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-11,4.8815933
83,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2019-12,5.4443589
84,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-01,5.9695615
85,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-02,5.3911904
86,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-03,4.8666381
87,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-04,6.0089227
88,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-05,6.5281351
89,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-06,5.7673452
90,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-07,6.376352
91,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-08,3.8757205
92,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-09,5.0962478
93,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-10,5.9430194
94,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-11,7.2824457
95,Northern Territory,Unemployment rate (%),Females,15 and over,Original,2020-12,6.512869
96,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-01,4.0037972
97,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-02,4.2597995
98,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-03,3.4455548
99,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-04,4.2891916
100,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-05,5.0272162
101,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-06,3.9570068
102,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-07,5.3076969
103,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-08,5.092039
104,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-09,5.3283597
105,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-10,5.2156145
106,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-11,4.8747713
107,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-12,6.142559
108,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-01,5.3532008
109,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-02,5.2855912
110,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-03,4.0706325
111,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-04,5.741461
112,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-05,6.8710301
113,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-06,6.4643631
114,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-07,7.034431
115,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-08,4.1864343
116,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-09,4.9683036
117,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-10,5.9058656
118,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-11,7.2358984
119,Northern Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-12,7.2704715
120,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-01,NaN
121,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-02,NaN
122,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-03,NaN
123,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-04,NaN
124,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-05,NaN
125,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-06,NaN
126,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-07,NaN
127,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-08,NaN
128,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-09,NaN
129,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-10,NaN
130,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-11,NaN
131,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2019-12,NaN
132,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-01,NaN
133,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-02,NaN
134,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-03,NaN
135,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-04,NaN
136,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-05,NaN
137,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-06,NaN
138,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-07,NaN
139,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-08,NaN
140,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-09,NaN
141,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-10,NaN
142,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-11,NaN
143,Northern Territory,Unemployment rate (%),Females,15 and over,Trend,2020-12,NaN
144,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-01,5.1555538
145,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-02,5.0100903
146,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-03,3.6959216
147,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-04,4.755747
148,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-05,4.5991554
149,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-06,4.4252997
150,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-07,5.3158581
151,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-08,5.3501677
152,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-09,6.2007951
153,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-10,5.5319574
154,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-11,5.2384328
155,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2019-12,4.6546113
156,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-01,5.2689975
157,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-02,5.9638851
158,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-03,5.26015
159,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-04,6.0735762
160,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-05,6.7805916
161,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-06,5.3283435
162,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-07,7.1432981
163,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-08,4.2652093
164,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-09,5.0370282
165,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-10,5.6077325
166,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-11,6.137143
167,Northern Territory,Unemployment rate (%),Persons,15 and over,Original,2020-12,4.8409686
168,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-01,4.9717095
169,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-02,4.8268532
170,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-03,3.7203872
171,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-04,4.4048369
172,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-05,5.0149396
173,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-06,4.6028299
174,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-07,5.5753474
175,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-08,5.1277435
176,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-09,5.7936586
177,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-10,5.6288959
178,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-11,5.0593127
179,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-12,5.2523325
180,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-01,5.0170363
181,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-02,5.7566783
182,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-03,5.4633571
183,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-04,5.632339
184,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-05,7.4335101
185,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-06,5.6769594
186,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-07,7.4838133
187,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-08,4.2182424
188,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-09,4.7177239
189,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-10,5.6674962
190,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-11,5.9369232
191,Northern Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-12,5.430236
192,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-01,NaN
193,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-02,NaN
194,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-03,NaN
195,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-04,NaN
196,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-05,NaN
197,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-06,NaN
198,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-07,NaN
199,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-08,NaN
200,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-09,NaN
201,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-10,NaN
202,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-11,NaN
203,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-12,NaN
204,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-01,NaN
205,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-02,NaN
206,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-03,NaN
207,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-04,NaN
208,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-05,NaN
